Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Status,Odds_source,B365_1,B365_2,Pinnacle_1,Pinnacle_2,Avg_1,Avg_2,Max_1,Max_2,Betfair_1,Betfair_2
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Mauresmo A.,Golovin T.,Mauresmo A.,3.0,22.0,3391.0,828.0,1.28,3.25,6-7 7-5 6-1,completed,bet365,1.28,3.25,1.357,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Petrova N.,Ivanovic A.,Ivanovic A.,6.0,14.0,2189.0,1087.0,1.44,2.62,2-6 2-4,retired,bet365,1.44,2.62,1.943,1.962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Pratt N.,Clijsters K.,Clijsters K.,72.0,5.0,363.75,2215.0,8.5,1.04,1-6 2-6,completed,bet365,8.5,1.04,16.0,1.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Schnyder P.,Peer S.,Peer S.,9.0,18.0,1578.0,934.0,1.66,2.1,6-7 2-6,completed,bet365,1.66,2.1,1.909,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Srebotnik K.,Kuznetsova S.,Srebotnik K.,23.0,4.0,825.0,2523.0,3.0,1.33,6-2,retired,bet365,3.0,1.33,3.35,1.392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Stosur S.,Jankovic J.,Jankovic J.,27.0,12.0,704.0,1296.0,2.62,1.44,2-6 6-7,completed,bet365,2.62,1.44,2.65,1.571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,1st Round,3,Poutchkova O.,Obziler T.,Poutchkova O.,39.0,123.0,533.75,237.0,1.57,2.25,0-6 6-2 7-6,completed,bet365,1.57,2.25,1.633,2.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Bammer S.,Medina Garrigues A.,Bammer S.,56.0,28.0,415.25,684.0,2.75,1.39,6-4 6-3,completed,bet365,2.75,1.39,3.43,1.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Bardina V.,Nakamura A.,Bardina V.,70.0,64.0,365.5,390.0,1.83,1.83,6-4 6-4,completed,bet365,1.83,1.83,1.917,1.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Bondarenko A.,Molik A.,Molik A.,32.0,165.0,585.75,169.75,2.0,1.72,3-6 5-7,completed,bet365,2.0,1.72,2.23,1.752,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Bremond S.,Zheng J.,Zheng J.,38.0,34.0,537.0,560.75,2.62,1.44,1-6 3-6,completed,bet365,2.62,1.44,2.81,1.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Oprandi R.,Mirza S.,Mirza S.,52.0,66.0,421.0,382.0,3.0,1.36,7-6 3-6 0-6,completed,bet365,3.0,1.36,3.56,1.362,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Poutchkova O.,Chakvetadze A.,Chakvetadze A.,39.0,13.0,533.75,1144.0,-1.0,-1.0,6-7 5-7,completed,missing,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Santangelo M.,Castano C.,Castano C.,30.0,46.0,611.5,449.0,1.66,2.1,3-6 2-6,completed,bet365,1.66,2.1,1.676,2.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-09,Tier 4,Outdoor,Hard,2nd Round,3,Williams S.,Safarova L.,Williams S.,94.0,74.0,301.0,356.0,1.19,4.0,6-3 3-6 7-6,completed,bet365,1.19,4.0,1.21,5.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Clijsters K.,Peer S.,Clijsters K.,5.0,18.0,2215.0,934.0,1.16,4.5,6-2 6-1,completed,bet365,1.16,4.5,1.2,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Mauresmo A.,Jankovic J.,12.0,3.0,1296.0,3391.0,2.37,1.53,7-5 6-0,completed,bet365,2.37,1.53,2.78,1.524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Srebotnik K.,Li N.,Li N.,23.0,21.0,825.0,879.75,2.2,1.61,5-7 1-6,completed,bet365,2.2,1.61,2.2,1.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Vaidisova N.,Ivanovic A.,Vaidisova N.,11.0,14.0,1391.0,1087.0,1.8,1.9,6-4 6-2,completed,bet365,1.8,1.9,1.935,1.971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-10,Tier 4,Outdoor,Hard,Quarterfinals,3,Bardina V.,Castano C.,Bardina V.,70.0,46.0,365.5,449.0,2.1,1.66,3-6 6-2 7-5,completed,bet365,2.1,1.66,2.11,1.826,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-10,Tier 4,Outdoor,Hard,Quarterfinals,3,Mirza S.,Molik A.,Mirza S.,66.0,165.0,382.0,169.75,1.83,1.83,6-4 6-1,completed,bet365,1.83,1.83,2.08,1.847,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-10,Tier 4,Outdoor,Hard,Quarterfinals,3,Williams S.,Bammer S.,Bammer S.,94.0,56.0,301.0,415.25,1.14,5.0,6-3 5-7 3-6,completed,bet365,1.14,5.0,1.215,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-10,Tier 4,Outdoor,Hard,Quarterfinals,3,Zheng J.,Chakvetadze A.,Chakvetadze A.,34.0,13.0,560.75,1144.0,2.75,1.39,6-4 1-6 1-6,completed,bet365,2.75,1.39,3.28,1.403,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-11,Tier 2,Outdoor,Hard,Semifinals,3,Li N.,Clijsters K.,Clijsters K.,21.0,5.0,879.75,2215.0,7.0,1.08,1-6 6-1 5-7,completed,bet365,7.0,1.08,7.43,1.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-11,Tier 2,Outdoor,Hard,Semifinals,3,Vaidisova N.,Jankovic J.,Jankovic J.,11.0,12.0,1391.0,1296.0,2.0,1.72,4-6 6-4 4-6,completed,bet365,2.0,1.72,2.2,1.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-11,Tier 4,Outdoor,Hard,Semifinals,3,Bardina V.,Bammer S.,Bardina V.,70.0,56.0,365.5,415.25,1.9,1.8,6-3 6-1,completed,bet365,1.9,1.8,2.0,1.909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-11,Tier 4,Outdoor,Hard,Semifinals,3,Chakvetadze A.,Mirza S.,Chakvetadze A.,13.0,66.0,1144.0,382.0,1.39,2.75,6-4 6-1,completed,bet365,1.39,2.75,1.408,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Medibank International,2007-01-12,Tier 2,Outdoor,Hard,The Final,3,Clijsters K.,Jankovic J.,Clijsters K.,5.0,12.0,2215.0,1296.0,1.39,2.75,4-6 7-6 6-4,completed,bet365,1.39,2.75,1.435,3.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moorilla Hobart International,2007-01-12,Tier 4,Outdoor,Hard,The Final,3,Bardina V.,Chakvetadze A.,Chakvetadze A.,70.0,13.0,365.5,1144.0,3.5,1.25,3-6 6-7,completed,bet365,3.5,1.25,4.5,1.263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Adamczak M.,Tulyaganova I.,Adamczak M.,241.0,131.0,108.0,218.25,3.75,1.25,6-1 6-4,completed,bet365,3.75,1.25,4.17,1.288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Fedak Y.,Azarenka V.,94.0,73.0,299.75,351.25,1.8,1.9,6-2 5-7 6-4,completed,bet365,1.8,1.9,1.769,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Bartoli M.,Dushevina V.,Bartoli M.,21.0,109.0,881.0,266.25,1.66,2.1,6-0 6-3,completed,bet365,1.66,2.1,1.781,2.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Birnerova E.,Sucha M.,Birnerova E.,83.0,82.0,324.75,325.5,2.37,1.53,7-5 6-3,completed,bet365,2.37,1.53,2.55,1.606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Cravero J.,Muller M.,Muller M.,157.0,36.0,180.25,545.0,1.83,1.83,0-6 3-6,completed,bet365,1.83,1.83,1.8,2.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Craybas J.,Vaidisova N.,Vaidisova N.,64.0,12.0,389.5,1428.0,6.5,1.1,4-6 7-5 1-6,completed,bet365,6.5,1.1,8.53,1.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Czink M.,Ruano Pascual V.,Ruano Pascual V.,118.0,69.0,255.5,373.5,2.37,1.53,6-1 1-6 7-9,completed,bet365,2.37,1.53,2.9,1.476,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Dementieva E.,Foretz S.,Dementieva E.,8.0,112.0,1875.0,261.25,1.1,6.5,6-1 6-2,completed,bet365,1.1,6.5,1.133,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Flipkens K.,Camerin M.E.,Camerin M.E.,103.0,55.0,277.25,426.5,2.37,1.53,2-6 2-6,completed,bet365,2.37,1.53,2.41,1.662,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Gajdosova J.,Sequera M.,Sequera M.,74.0,95.0,350.5,295.25,1.53,2.37,3-6 4-6,completed,bet365,1.53,2.37,1.685,2.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Golovin T.,Smashnovai A.,Golovin T.,23.0,63.0,862.0,392.0,1.1,6.0,6-3 6-1,completed,bet365,1.1,6.0,1.13,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Wozniak A.,Jankovic J.,11.0,92.0,1456.0,301.0,1.04,10.0,6-3 6-3,completed,bet365,1.04,10.0,1.04,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kloesel S.,Schiavone F.,Schiavone F.,93.0,20.0,300.0,896.0,5.5,1.12,4-6 4-6,completed,bet365,5.5,1.12,5.92,1.185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Krajicek M.,Kremer A.,Kremer A.,45.0,159.0,448.0,174.25,1.39,2.75,4-6 3-6,completed,bet365,1.39,2.75,1.455,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Likhovtseva E.,Vakulenko J.,Vakulenko J.,43.0,116.0,451.0,257.75,1.72,2.0,0-6 6-4 3-6,completed,bet365,1.72,2.0,1.926,1.98,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Mauresmo A.,Perry S.,Mauresmo A.,3.0,44.0,3460.0,449.0,1.04,9.5,6-3 6-4,completed,bet365,1.04,9.5,1.065,13.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Medina Garrigues A.,Vesnina E.,Vesnina E.,30.0,41.0,604.0,469.75,1.61,2.2,7-6 1-6 1-6,completed,bet365,1.61,2.2,1.813,2.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Moore J.,Kuznetsova S.,Kuznetsova S.,914.0,4.0,7.75,2510.0,11.0,1.02,2-6 0-6,completed,bet365,11.0,1.02,13.0,1.067,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Ondraskova Z.,Fernandez C.,Ondraskova Z.,106.0,105.0,272.0,273.5,1.83,1.83,6-4 6-2,completed,bet365,1.83,1.83,2.05,1.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Peer S.,Oprandi R.,Peer S.,17.0,54.0,961.0,429.0,1.1,6.0,6-1 6-3,completed,bet365,1.1,6.0,1.1,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Poutchkova O.,Domachowska M.,Poutchkova O.,38.0,91.0,537.25,313.75,1.36,3.0,6-2 6-4,completed,bet365,1.36,3.0,1.285,4.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Brianti A.,Safarova L.,70.0,98.0,370.0,292.5,1.33,3.25,6-3 6-1,completed,bet365,1.33,3.25,1.41,3.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Schruff J.,Zheng J.,Schruff J.,97.0,31.0,293.75,589.75,4.33,1.19,4-6 7-6 6-4,completed,bet365,4.33,1.19,4.96,1.229,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Sprem K.,Kirilenko M.,Kirilenko M.,89.0,28.0,316.75,609.0,3.25,1.33,6-3 3-6 1-6,completed,bet365,3.25,1.33,3.05,1.444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Srebotnik K.,Dellacqua C.,Srebotnik K.,22.0,169.0,875.0,165.25,1.16,4.5,4-6 6-2 7-5,completed,bet365,1.16,4.5,1.208,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Arvidsson S.,Sugiyama A.,26.0,61.0,730.0,395.75,1.28,3.5,6-3 6-4,completed,bet365,1.28,3.5,1.26,4.55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Sun T.T.,Dulko G.,Dulko G.,79.0,57.0,341.0,415.75,1.72,2.0,2-6 2-6,completed,bet365,1.72,2.0,1.781,2.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Tanasugarn T.,Petrova N.,Petrova N.,71.0,6.0,364.75,2141.0,8.0,1.06,3-6 2-6,completed,bet365,8.0,1.06,11.0,1.083,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Tu M.,Gallovits E.,Tu M.,90.0,108.0,315.0,271.5,1.44,2.62,2-6 6-4 6-2,completed,bet365,1.44,2.62,1.493,2.83,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Voskoboeva G.,Benesova I.,Benesova I.,110.0,84.0,262.25,324.25,2.0,1.72,7-6 1-6 4-6,completed,bet365,2.0,1.72,2.0,1.909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Santangelo M.,Williams S.,81.0,32.0,331.0,583.5,1.3,3.39,6-2 6-1,completed,bet365,1.3,3.39,1.333,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Yakimova A.,Pous Tio L.,Yakimova A.,68.0,101.0,375.5,283.25,1.57,2.25,6-2 4-6 7-5,completed,bet365,1.57,2.25,1.741,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bammer S.,Chakvetadze A.,Chakvetadze A.,42.0,13.0,464.25,1258.0,5.0,1.14,4-6 5-7,completed,bet365,5.0,1.14,6.25,1.174,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Clijsters K.,Bardina V.,Clijsters K.,5.0,48.0,2441.0,445.5,1.01,13.0,6-0 6-0,completed,bet365,1.01,13.0,1.03,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Cohen Aloro S.,Bondarenko A.,Bondarenko A.,578.0,34.0,22.0,576.75,3.25,1.33,1-6 6-7,completed,bet365,3.25,1.33,4.04,1.299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Ferguson S.,Kostanic J.,Kostanic J.,170.0,67.0,163.0,378.25,2.62,1.44,5-7 3-6,completed,bet365,2.62,1.44,2.72,1.549,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Gagliardi E.,Garbin T.,Garbin T.,111.0,33.0,261.25,582.75,3.0,1.36,6-3 2-6 1-6,completed,bet365,3.0,1.36,2.93,1.469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Granville L.,Beygelzimer Y.,Granville L.,72.0,107.0,363.5,271.5,1.39,2.75,6-2 6-3,completed,bet365,1.39,2.75,1.51,2.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Hingis M.,Dechy N.,Hingis M.,7.0,51.0,2063.0,435.0,1.12,5.5,6-0 6-2,completed,bet365,1.12,5.5,1.111,8.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,King V.,Ivanovic A.,Ivanovic A.,58.0,14.0,405.75,1108.0,5.5,1.12,2-6 0-6,completed,bet365,5.5,1.12,5.65,1.194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Laine E.,Kudryavtseva A.,Kudryavtseva A.,76.0,134.0,347.25,212.25,1.66,2.1,6-4 2-6 7-9,completed,bet365,1.66,2.1,1.826,2.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Lepchenko V.,Radwanska A.,Radwanska A.,96.0,59.0,295.0,399.25,3.25,1.33,7-5 3-6 2-6,completed,bet365,3.25,1.33,3.98,1.305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Molik A.,Chan Y.J.,Molik A.,141.0,75.0,198.75,350.5,1.39,2.75,6-2 7-6,completed,bet365,1.39,2.75,1.444,3.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Morigami A.,Pironkova T.,Morigami A.,86.0,66.0,321.0,382.75,2.1,1.66,7-5 2-6 6-4,completed,bet365,2.1,1.66,2.19,1.775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Nakamura A.,Daniilidou E.,Nakamura A.,65.0,35.0,388.0,556.75,2.5,1.5,6-4 6-0,completed,bet365,2.5,1.5,2.84,1.49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pennetta F.,Kanepi K.,Kanepi K.,29.0,77.0,608.0,344.5,1.66,2.1,5-7 6-7,completed,bet365,1.66,2.1,1.84,2.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Pratt N.,Razzano V.,Razzano V.,60.0,78.0,397.75,344.0,2.25,1.57,7-6 4-6 0-6,completed,bet365,2.25,1.57,2.47,1.637,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Savchuk O.,Mirza S.,Mirza S.,102.0,53.0,282.25,431.0,6.0,1.11,3-6 5-7,completed,bet365,6.0,1.11,5.75,1.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Pin C.,Sharapova M.,2.0,62.0,3532.0,393.5,1.01,15.0,6-3 4-6 9-7,completed,bet365,1.01,15.0,1.018,36.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Stosur S.,Zakopalova K.,Stosur S.,27.0,119.0,714.0,245.5,1.25,3.75,6-3 6-1,completed,bet365,1.25,3.75,1.278,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Vinci R.,Rodionova A.,Rodionova A.,87.0,100.0,320.0,287.75,1.44,2.62,3-6 1-6,completed,bet365,1.44,2.62,1.429,3.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Voracova R.,Shaughnessy M.,Voracova R.,158.0,39.0,176.5,531.0,2.75,1.39,7-5 6-3,completed,bet365,2.75,1.39,2.77,1.535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Brengle M.,Schnyder P.,Schnyder P.,496.0,9.0,31.0,1578.0,11.0,1.03,3-6 4-6,completed,bet365,11.0,1.03,24.0,1.033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Fedossova Y.,Castano C.,Fedossova Y.,148.0,50.0,188.25,436.0,3.39,1.3,7-5 6-4,completed,bet365,3.39,1.3,3.3,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Hantuchova D.,Cornet A.,Hantuchova D.,18.0,192.0,944.0,142.0,1.19,4.33,6-4 6-1,completed,bet365,1.19,4.33,1.286,4.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Li N.,Bovina E.,Li N.,16.0,1216.0,968.0,4.0,1.06,8.0,6-4 6-3,completed,bet365,1.06,8.0,1.121,8.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Paszek T.,Bremond S.,Paszek T.,187.0,37.0,143.75,540.0,1.72,2.0,6-1 6-4,completed,bet365,1.72,2.0,1.787,2.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Peng S.,Klepac A.,Peng S.,52.0,212.0,433.0,124.5,1.14,5.0,6-3 4-6 6-1,completed,bet365,1.14,5.0,1.247,4.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Rezai A.,Loit E.,Loit E.,40.0,46.0,488.5,447.5,1.66,2.1,3-6 6-4 3-6,completed,bet365,1.66,2.1,1.69,2.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Rolle A.,Dominguez Lino L.,Dominguez Lino L.,137.0,56.0,206.25,421.75,1.72,2.0,3-6 4-6,completed,bet365,1.72,2.0,1.752,2.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Safina D.,Bychkova E.,Safina D.,10.0,85.0,1475.0,322.0,1.07,7.5,7-6 6-1,completed,bet365,1.07,7.5,1.116,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Yuan M.,Harkleroad A.,Harkleroad A.,114.0,88.0,260.0,317.0,2.0,1.72,3-6 0-6,completed,bet365,2.0,1.72,2.2,1.769,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Zahlavova S.,Groenefeld A.L.,Groenefeld A.L.,156.0,19.0,180.5,922.0,2.62,1.44,4-6 1-6,completed,bet365,2.62,1.44,2.55,1.606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Zvonareva V.,Obziler T.,Zvonareva V.,24.0,121.0,794.0,243.0,1.12,5.5,6-3 6-4,completed,bet365,1.12,5.5,1.2,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
